,日期,身分,多方交易口數,多方契約金額,空方交易口數,空方契約金額,多空淨額口數,多空淨額契約金額,未平倉多方交易口數,未平倉多方契約金額,未平倉空方交易口數,未平倉空方契約金額,未平倉多空淨額口數,未平倉多空淨額契約金額
251,2016-01-26,外資,41440,64434833,42057,65395948,-617,-961115,41745,64817579,18239,28262642,23506,36554937
252,2016-01-27,自營商,18756,29306978,20955,32741158,-2199,-3434180,5746,8922680,9120,14214541,-3374,-5291861
253,2016-01-27,投信,413,646393,372,581856,41,64538,2912,4563749,9473,14849724,-6561,-10285975
254,2016-01-27,外資,45296,70781309,42639,66639045,2657,4142264,44270,69272648,17985,28079271,26285,41193377
255,2016-01-28,自營商,21962,34509083,20933,32883421,1029,1625662,5620,8745381,7948,12402583,-2328,-3657202
256,2016-01-28,投信,488,767432,338,531334,150,236097,2908,4569100,9288,14596880,-6380,-10027780
257,2016-01-28,外資,46808,73538327,42901,67424992,3907,6113335,47519,74545602,17299,27068553,30220,47477049
258,2016-01-29,自營商,37813,60220653,37491,59813882,322,406771,5336,8509077,7267,11627265,-1931,-3118188
259,2016-01-29,投信,903,1443155,555,885211,348,557944,3073,4948509,9078,14620918,-6005,-9672409
260,2016-01-29,外資,72897,116137235,72518,115484092,379,653143,49900,80234843,18890,30306160,31010,49928683
261,2016-01-30,自營商,14295,23245626,16353,26600433,-2058,-3354807,5275,8532831,9252,15035755,-3977,-6502924
262,2016-01-30,投信,1736,2827579,1326,2154864,410,672715,3123,5098406,8658,14133089,-5535,-9034683
263,2016-01-30,外資,3909,6354728,4721,7680007,-812,-1325279,49293,80361782,19137,31136669,30156,49225113
264,2016-02-01,自營商,26882,43611057,23001,37309912,3881,6301145,7222,11648439,7327,11832265,-105,-183826
265,2016-02-01,投信,1511,2450731,1537,2489883,-26,-39152,3098,5033722,8663,14069335,-5565,-9035613
266,2016-02-01,外資,44733,72557710,51418,83413859,-6685,-10856149,44151,71617998,20681,33489894,23470,38128104
267,2016-02-02,自營商,20061,32523992,20499,33218444,-438,-694452,6605,10616516,7175,11550708,-570,-934192
268,2016-02-02,投信,757,1228915,808,1308672,-51,-79757,3014,4884087,8640,13992956,-5626,-9108869
269,2016-02-02,外資,41031,66511979,40827,66199157,204,312822,43764,70788051,20052,32374903,23712,38413148
270,2016-02-03,自營商,26045,41874673,26375,42386349,-330,-511676,5820,9263222,6628,10566730,-808,-1303508
271,2016-02-03,投信,1334,2145628,1863,2992522,-529,-846895,2706,4347432,8856,14216766,-6150,-9869334
272,2016-02-03,外資,52969,85134789,52205,83937096,764,1197693,44818,71862547,20827,33342660,23991,38519887
273,2016-02-15,自營商,27731,44439986,27359,43847613,372,592373,6352,10123194,6653,10606529,-301,-483335
274,2016-02-15,投信,3897,6261600,4415,7079736,-518,-818136,2550,4094884,9223,14801912,-6673,-10707028
275,2016-02-15,外資,64157,102765500,60632,97164278,3525,5601222,51392,82429006,23818,38152882,27574,44276124
276,2016-02-16,自營商,36096,58945933,37240,60843495,-1144,-1897563,7928,12932610,9288,15171279,-1360,-2238669
277,2016-02-16,投信,3551,5803912,3711,6060061,-160,-256148,2608,4281129,9423,15468662,-6815,-11187533
278,2016-02-16,外資,71867,117260450,69328,113145869,2539,4114581,54672,89633389,24394,39935220,30278,49698169
279,2016-02-17,自營商,28007,46006715,26605,43693493,1402,2313222,2895,4656357,6655,10822595,-3760,-6166238
280,2016-02-17,投信,1091,1789777,1509,2473884,-418,-684107,2867,4696146,9955,16306290,-7088,-11610144
281,2016-02-17,外資,44086,72345665,45483,74664304,-1397,-2318639,43968,71904962,13149,21426522,30819,50478440
282,2016-02-18,自營商,20007,33157617,19487,32287119,520,870498,3883,6345238,7125,11724559,-3242,-5379321
283,2016-02-18,投信,382,633009,554,917730,-172,-284722,2984,4944488,10255,16992535,-7271,-12048047
284,2016-02-18,外資,36625,60688075,37390,61954056,-765,-1265981,43442,71863434,13334,21979575,30108,49883859
285,2016-02-19,自營商,12210,20244116,12580,20851843,-370,-607727,3989,6538641,7605,12553868,-3616,-6015227
286,2016-02-19,投信,192,318389,575,954520,-383,-636131,2847,4730006,10563,17549368,-7716,-12819362
287,2016-02-19,外資,28707,47593549,25873,42896817,2834,4696732,45640,75706383,12571,20770227,33069,54936156
288,2016-02-22,自營商,25435,42360349,22573,37590280,2862,4770070,5369,8822273,6120,10074932,-751,-1252659
289,2016-02-22,投信,452,752872,707,1177489,-255,-424616,2913,4835580,10846,18004360,-7933,-13168780
290,2016-02-22,外資,40069,66713050,44878,74695219,-4809,-7982169,41676,69058445,13565,22399083,28111,46659362
291,2016-02-23,自營商,14793,24566583,14335,23797504,458,769080,6316,10414461,6556,10819494,-240,-405033
292,2016-02-23,投信,220,365188,384,637327,-164,-272139,2946,4901555,11045,18376671,-8099,-13475116
293,2016-02-23,外資,34096,56613084,31525,52349571,2571,4263513,44555,73998108,13859,22934026,30696,51064082
294,2016-02-24,自營商,29356,48627268,32145,53254937,-2789,-4627669,5318,8676583,8360,13692820,-3042,-5016237
295,2016-02-24,投信,688,1137729,1226,2025509,-538,-887779,3105,5121387,11724,19337566,-8619,-14216179
296,2016-02-24,外資,49344,81813498,48159,79831232,1185,1982266,45203,74415595,13249,21725460,31954,52690135
297,2016-02-25,自營商,20555,34211498,23286,38765122,-2731,-4553625,4625,7615781,10191,16895586,-5566,-9279805
298,2016-02-25,投信,228,380148,432,720375,-204,-340227,2981,4971092,11971,19962820,-8990,-14991728
299,2016-02-25,外資,46018,76599782,40030,66640585,5988,9959197,50145,83463952,12314,20403240,37831,63060712
300,2016-02-26,自營商,19112,31961006,17364,29036509,1748,2924498,5048,8371664,8844,14737158,-3796,-6365494
301,2016-02-26,投信,399,666369,600,1003709,-201,-337340,2986,5009889,12089,20282903,-9103,-15273014
302,2016-02-26,外資,41289,69019816,45300,75733925,-4011,-6714109,47308,79213859,13587,22662703,33721,56551156
303,2016-03-01,自營商,23841,40179891,22576,38048382,1265,2131508,6036,10103378,8668,14545212,-2632,-4441834
304,2016-03-01,投信,451,760710,669,1130785,-218,-370075,2950,4984300,12300,20782060,-9350,-15797760
305,2016-03-01,外資,41999,70729043,39565,66644322,2434,4084721,49469,83423252,13355,22435931,36114,60987321
306,2016-03-02,自營商,24804,42330576,23837,40671612,967,1658965,6157,10393635,7930,13407128,-1773,-3013493
307,2016-03-02,投信,344,586564,524,893152,-180,-306588,3072,5233439,12566,21407417,-9494,-16173978
308,2016-03-02,外資,38427,65553874,42592,72667839,-4165,-7113965,47159,80171563,15461,26206293,31698,53965270
309,2016-03-03,自營商,22095,37811131,21360,36545992,735,1265139,7422,12613873,8368,14228061,-946,-1614188
310,2016-03-03,投信,331,567425,1096,1876922,-765,-1309497,2933,5023620,13169,22555840,-10236,-17532220
311,2016-03-03,外資,39568,67699771,36973,63260619,2595,4439152,49202,84096782,14845,25288921,34357,58807861
312,2016-03-04,自營商,18919,32497120,18531,31826576,388,670544,8051,13749617,8630,14739851,-579,-990234
313,2016-03-04,投信,350,602372,770,1324300,-420,-721928,3006,5170897,13635,23454903,-10629,-18284006
314,2016-03-04,外資,36463,62614098,36250,62258588,213,355510,49510,84984729,15065,25773656,34445,59211073
315,2016-03-07,自營商,23693,40864540,23142,39901644,551,962896,7969,13608306,7946,13565508,23,42798
316,2016-03-07,投信,1788,3081865,2514,4324040,-726,-1242174,2875,4947269,14212,24449738,-11337,-19502469
317,2016-03-07,外資,38879,67030042,39213,67619837,-334,-589795,51417,88274133,17168,29394731,34249,58879402
318,2016-03-08,自營商,22069,37846387,21197,36336302,872,1510085,8320,14227043,7368,12579501,952,1647542
319,2016-03-08,投信,132,226092,1309,2252058,-1177,-2025966,2788,4803136,15305,26361394,-12517,-21558258
320,2016-03-08,外資,40470,69386191,38213,65532652,2257,3853539,54297,93328143,17498,29994989,36799,63333154
321,2016-03-09,自營商,20450,35137872,20590,35363756,-140,-225884,7549,12906095,6639,11326969,910,1579126
322,2016-03-09,投信,78,133996,945,1626963,-867,-1492967,2696,4646799,16089,27725641,-13393,-23078842
323,2016-03-09,外資,34945,60041623,33485,57539489,1460,2502134,55145,94828978,16802,28812190,38343,66016788
324,2016-03-10,自營商,20392,35226933,21773,37612107,-1381,-2385174,8168,14002646,8478,14530970,-310,-528324
325,2016-03-10,投信,3032,5237949,3150,5429586,-118,-191637,2661,4597627,16173,27930325,-13512,-23332698
326,2016-03-10,外資,38634,66738508,38697,66857774,-63,-119266,53207,91714557,14823,25470796,38384,66243761
327,2016-03-11,自營商,23411,40562010,21572,37379616,1839,3182394,9524,16466290,7721,13322577,1803,3143713
328,2016-03-11,投信,4161,7206001,4926,8523425,-765,-1317424,2654,4615768,16873,29339035,-14219,-24723267
329,2016-03-11,外資,41306,71518983,40389,69964372,917,1554611,53415,92731147,14114,24422524,39301,68308623
330,2016-03-14,自營商,24005,41998705,23598,41274168,407,724538,9781,16997384,7492,12980889,2289,4016495
331,2016-03-14,投信,5277,9235738,5019,8770828,258,464910,2746,4797182,16686,29144532,-13940,-24347350
332,2016-03-14,外資,45902,80281034,51342,89834607,-5440,-9553572,53585,93437992,19630,34175522,33955,59262470
333,2016-03-15,自營商,37919,65614724,39256,67934787,-1337,-2320063,9976,17052739,9127,15555663,849,1497076
334,2016-03-15,投信,5864,10159338,6939,11987592,-1075,-1828254,2842,4877619,17986,30840776,-15144,-25963157
335,2016-03-15,外資,74421,128968380,73838,128004593,583,963786,56632,97010351,22121,37872204,34511,59138147
336,2016-03-16,自營商,24075,41678447,26381,45681633,-2306,-4003186,3952,6736622,9366,16103502,-5414,-9366880
337,2016-03-16,投信,903,1562145,1627,2817275,-724,-1255131,2407,4166562,18425,31900623,-16018,-27734061
338,2016-03-16,外資,40472,69976250,33111,57277149,7361,12699102,52747,91139442,11020,18945367,41727,72194075
339,2016-03-17,自營商,26227,45877990,24619,43068429,1608,2809561,4965,8530975,8676,14976483,-3711,-6445508
340,2016-03-17,投信,433,757227,1790,3117838,-1357,-2360611,2315,4026375,19747,34351436,-17432,-30325061
341,2016-03-17,外資,44979,78674670,45676,79880661,-697,-1205991,52898,91833897,11787,20371954,41111,71461943
342,2016-03-18,自營商,17512,30647231,16712,29245526,800,1401705,5801,10059561,8675,15086799,-2874,-5027238
343,2016-03-18,投信,175,306329,464,813427,-289,-507098,2236,3918926,19926,34929849,-17690,-31010923
344,2016-03-18,外資,32603,57052603,32780,57372622,-177,-320019,52873,92496761,11930,20779632,40943,71717129
345,2016-03-21,自營商,18310,32020130,16596,29014545,1714,3005585,6432,11142779,7626,13215195,-1194,-2072416
346,2016-03-21,投信,353,617207,781,1366744,-428,-749537,2112,3693511,20231,35387636,-18119,-31694125
347,2016-03-21,外資,30004,52467588,31922,55842300,-1918,-3374711,53297,93034993,13836,24069575,39461,68965418
348,2016-03-22,自營商,21004,36580158,22156,38575137,-1152,-1994979,6425,11135503,8760,15204680,-2335,-4069177
349,2016-03-22,投信,504,877157,1143,1995338,-639,-1118181,2094,3663735,20845,36478316,-18751,-32814581
350,2016-03-22,外資,39545,68883520,34592,60269000,4953,8614520,57969,101251277,13150,22882560,44819,78368717
351,2016-03-23,自營商,22755,39750370,24071,42047607,-1316,-2297237,4988,8585859,8874,15337003,-3886,-6751144
352,2016-03-23,投信,384,671278,1015,1770641,-631,-1099363,1962,3418216,21378,37252872,-19416,-33834656
353,2016-03-23,外資,35983,62875954,35504,62036380,479,839574,57632,100232921,12310,21321404,45322,78911517
354,2016-03-24,自營商,23399,40650885,22771,39548477,628,1102407,5562,9585762,8835,15269297,-3273,-5683535
355,2016-03-24,投信,322,559616,591,1027697,-269,-468082,1903,3315403,21578,37601298,-19675,-34285895
356,2016-03-24,外資,40179,69829470,38801,67441405,1378,2388065,57575,100133849,11029,19089147,46546,81044702
357,2016-03-25,自營商,18140,31587901,17350,30200366,790,1387535,6066,10446547,8478,14620818,-2412,-4174271
358,2016-03-25,投信,149,259700,476,827652,-327,-567952,1926,3350526,21948,38189003,-20022,-34838477
359,2016-03-25,外資,22561,39282967,23569,41046731,-1008,-1763764,56855,98729328,11296,19522476,45559,79206852
360,2016-03-28,自營商,15127,26305715,15785,27440354,-658,-1134639,5605,9633364,8675,14941214,-3070,-5307850
361,2016-03-28,投信,138,239988,472,819827,-334,-579839,1888,3278861,22263,38670330,-20375,-35391469
362,2016-03-28,外資,27777,48298461,28404,49393312,-627,-1094851,56597,98117726,11757,20297235,44840,77820491
363,2016-03-29,自營商,24112,41573515,25921,44694687,-1809,-3121172,5814,9897570,10663,18203708,-4849,-8306138
364,2016-03-29,投信,795,1368590,1274,2192814,-479,-824223,1994,3429484,22927,39438445,-20933,-36008961
365,2016-03-29,外資,41408,71441555,42966,74140618,-1558,-2699063,57747,99139448,14644,25067642,43103,74071806
366,2016-03-30,自營商,27624,48040427,27485,47810782,139,229645,5434,9390770,10190,17674384,-4756,-8283614
367,2016-03-30,投信,525,913898,684,1193288,-159,-279390,2044,3572232,23061,40309737,-21017,-36737505
368,2016-03-30,外資,43581,75786280,33481,58260279,10100,17526001,65493,114266685,11820,20534606,53673,93732079
369,2016-03-31,自營商,24128,42215722,23724,41493283,404,722439,5476,9441898,9799,16940292,-4323,-7498394
370,2016-03-31,投信,432,754985,1739,3040895,-1307,-2285910,1747,3044724,24113,42033083,-22366,-38988359
371,2016-03-31,外資,43424,75963136,48484,84820646,-5060,-8857511,61021,106159141,12406,21503662,48615,84655479
372,2016-04-01,自營商,27233,47064569,25766,44522533,1467,2542036,6400,10938125,9252,15814295,-2852,-4876170
373,2016-04-01,投信,595,1029164,920,1587746,-325,-558582,1694,2922486,24447,42185077,-22753,-39262591
374,2016-04-01,外資,44744,77339995,47318,81789390,-2574,-4449395,59968,103261163,13561,23275390,46407,79985773
375,2016-04-06,自營商,31143,52871256,30998,52641768,145,229488,6508,10901998,9228,15449004,-2720,-4547006
376,2016-04-06,投信,602,1022755,1265,2145245,-663,-1122490,1490,2519668,25096,42451653,-23606,-39931985
377,2016-04-06,外資,44786,76085867,52690,89523863,-7904,-13437996,57373,96819311,18669,31448075,38704,65371236
378,2016-04-07,自營商,23361,39397224,24556,41403013,-1195,-2005789,6269,10462936,10141,16943696,-3872,-6480760
379,2016-04-07,投信,1136,1918249,357,600563,779,1317687,1504,2537334,24331,41060242,-22827,-38522908
380,2016-04-07,外資,44585,75231993,40822,68889974,3763,6342018,60068,101134411,17584,29540948,42484,71593463
381,2016-04-08,自營商,20507,34671090,19632,33178831,875,1492260,6729,11297890,9663,16226921,-2934,-4929031
382,2016-04-08,投信,433,732242,384,649911,49,82332,1593,2702420,24275,41193888,-22682,-38491468
383,2016-04-08,外資,40772,68892618,37274,63013650,3498,5878968,61977,104926978,16238,27416258,45739,77510720
384,2016-04-11,自營商,19234,32626830,19882,33718297,-648,-1091467,6585,11091668,10125,17074102,-3540,-5982434
385,2016-04-11,投信,419,712483,416,707151,3,5333,1524,2594471,24159,41141940,-22635,-38547469
386,2016-04-11,外資,39030,66218912,36380,61714028,2650,4504884,64737,109992840,16468,27902625,48269,82090215
387,2016-04-12,自營商,23993,40909594,23722,40426241,271,483353,6735,11321938,9997,16819169,-3262,-5497231
388,2016-04-12,投信,298,508158,632,1074076,-334,-565918,1471,2498656,24440,41527517,-22969,-39028861
389,2016-04-12,外資,43218,73662968,42786,72935386,432,727581,65554,111125494,16668,28175682,48886,82949812
390,2016-04-13,自營商,32781,56433941,30824,53056990,1957,3376951,8742,14974180,10143,17352452,-1401,-2378272
391,2016-04-13,投信,1965,3388017,2663,4585085,-698,-1197068,1348,2326850,24971,43121501,-23623,-40794651
392,2016-04-13,外資,44425,76438659,41618,71656164,2807,4782495,68473,117979124,16807,28883202,51666,89095922
393,2016-04-14,自營商,22186,38498919,19730,34232459,2456,4266459,11585,19940401,10487,18000305,1098,1940096
394,2016-04-14,投信,2312,4007652,2609,4512686,-297,-505034,1318,2281491,25251,43717936,-23933,-41436445
395,2016-04-14,外資,30970,53725129,35527,61642011,-4557,-7916881,66428,114775435,19217,33143214,47211,81632221
396,2016-04-15,自營商,22168,38399997,22728,39366704,-560,-966708,12244,21217887,11654,20155157,590,1062730
397,2016-04-15,投信,2964,5141664,3290,5696014,-326,-554350,1390,2421359,25530,44481730,-24140,-42060371
398,2016-04-15,外資,44828,77655485,42357,73391428,2471,4264057,68815,119676950,19088,33134332,49727,86542618
399,2016-04-18,自營商,19206,33242795,17245,29825892,1961,3416903,12016,20652796,9679,16559042,2337,4093754
400,2016-04-18,投信,10222,17692673,10079,17407332,143,285340,1646,2840253,25616,44202248,-23970,-41361995
401,2016-04-18,外資,45163,78107446,51610,89335305,-6447,-11227859,66326,114260294,23188,39930969,43138,74329325
402,2016-04-19,自營商,37130,64338059,37548,65071917,-418,-733858,12325,21144766,10008,17077112,2317,4067654
403,2016-04-19,投信,9502,16466442,9934,17160381,-432,-693940,1667,2867791,26052,44785855,-24385,-41918064
404,2016-04-19,外資,72182,125002488,74195,128517167,-2013,-3514680,69857,119989519,28555,49078406,41302,70911113
405,2016-04-20,自營商,39467,67512534,44006,75362912,-4539,-7850378,5303,8839229,7730,12890335,-2427,-4051106
406,2016-04-20,投信,1282,2189280,2349,3997852,-1067,-1808572,1581,2668965,26691,45064346,-25110,-42395381
407,2016-04-20,外資,53564,91782992,53633,91838540,-69,-55548,59416,100113896,18844,31693846,40572,68420050
408,2016-04-21,自營商,14241,24210875,16096,27363541,-1855,-3152665,5769,9723770,10063,17006841,-4294,-7283071
409,2016-04-21,投信,469,799284,373,633712,96,165572,1599,2727514,26593,45366929,-24994,-42639415
410,2016-04-21,外資,39517,67182228,30161,51281768,9356,15900460,65896,112213170,15728,26707850,50168,85505320
411,2016-04-22,自營商,21563,36699909,21400,36413977,163,285932,5867,9859005,9946,16747126,-4079,-6888121
412,2016-04-22,投信,446,758890,224,380992,222,377898,1781,3027366,26551,45135973,-24770,-42108607
413,2016-04-22,外資,42961,73154555,41370,70427954,1591,2726601,66811,113374620,15075,25505513,51736,87869107
